1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20
4.273873873873874,7.529051987767584,5.552603613177471,4.741980474198048,3.686968838526912,3.1127434233003073,2.0095016134815347,2.2242945183263054,1.901627398591207,1.783821899869044,1.558066123940854,1.048668612616906,0.8671093003370052,0.6804788213627992,0.5473855617875882,0.45489381048256156,0.3149079701084586,0.6262931034482758,0.6658779576587796,0.6142837098358356,0.5897504575688586,0.6199995577276044,0.24463291810230586,0.13088136353442476,0.10382442416340722,0.07855498146692126,0.07253815282972507,0.0508677597955707,0.05185155805867343,0.05523839521240994,0.05947747302099741,0.05312325001272718,0.06527520960510651,0.08106987091665514,0.09903489789319204,0.1095738929571927,0.12198776980156141,0.1308731215522161,0.138017230354257,0.15191979087689123,0.1719154873430337,0.18273373545885394,0.19397603027754415,0.21168345558938315,0.23656600585496199,0.21281099110846538,0.3224261190291881,0.37450581574521663,0.41189861891030505,0.4424865938430983,0.5359983794691203,0.4799977962798449,0.5547711781888998,0.6253060541999594,0.6771160910487792,0.7098097895003804,0.7614292561037462,0.725041820144537
